,Report_No,Reported_Date,Race,Sex,Age
50703,KC20037288,6/7/2020,B,M,24.0
50704,KC20044696,7/6/2020,B,M,29.0
50705,KC20047133,7/15/2020,B,F,
50706,KC20044313,7/5/2020,B,M,
50707,KC20041675,6/23/2020,B,M,57.0
50708,KC20040605,6/19/2020,U,U,
50709,KC20045965,7/11/2020,B,M,28.0
50710,KC20043196,6/30/2020,,,
50711,KC20036650,6/7/2020,W,M,35.0
50712,KC20043329,6/30/2020,W,F,32.0
50713,KC20037724,6/8/2020,,,
50714,KC20043224,6/30/2020,B,F,
50715,KC20046848,7/14/2020,B,F,
50716,KC20042854,6/28/2020,B,F,20.0
50717,KC20045433,7/9/2020,W,M,20.0
50718,KC20034942,5/28/2020,W,F,25.0
50719,KC20035379,5/30/2020,B,M,22.0
50720,KC20037195,6/6/2020,W,F,26.0
50721,KC20046770,7/14/2020,W,M,63.0
50722,KC20035547,5/31/2020,B,M,22.0
50723,KC20046188,7/12/2020,W,M,60.0
50724,KC20034096,5/25/2020,U,M,36.0
50725,KC20039010,6/13/2020,W,M,30.0
50726,KC20035890,6/2/2020,W,M,
50727,KC20037149,6/6/2020,B,M,49.0
50728,KC20035609,5/31/2020,W,M,34.0
50729,KC20033908,5/24/2020,B,M,60.0
50730,KC20045634,7/9/2020,B,M,20.0
50731,KC20035028,5/29/2020,W,M,48.0
50732,KC20045246,7/8/2020,W,F,43.0
50733,KC20041666,6/23/2020,B,M,
50734,KC20035337,5/30/2020,B,F,67.0
50735,KC20044519,7/5/2020,B,F,
50736,KC20040898,6/20/2020,W,M,47.0
50737,KC20042403,6/26/2020,B,M,37.0
50738,KC20038639,6/12/2020,B,F,49.0
50739,KC20037476,6/7/2020,B,M,
50740,KC20045398,7/9/2020,B,F,23.0
50741,KC20036937,6/5/2020,W,M,39.0
50742,KC20033072,5/21/2020,B,F,57.0
50743,KC20040188,6/18/2020,B,F,45.0
50744,KC20036477,6/3/2020,B,F,43.0
50745,KC20042846,6/28/2020,,,
50746,KC20037885,6/9/2020,B,F,25.0
50747,KC20045873,7/10/2020,W,F,
50748,KC20044265,7/4/2020,,,
50749,KC20036762,6/5/2020,B,F,
50750,KC20035627,5/31/2020,W,M,
50751,KC20043086,6/29/2020,W,F,37.0
50752,KC20045658,7/10/2020,W,M,
50753,KC20044234,7/4/2020,B,F,34.0
50754,KC20045901,7/10/2020,B,M,46.0
50755,KC20039284,6/15/2020,W,M,
50756,KC20034342,5/26/2020,B,M,37.0
50757,KC20035226,5/29/2020,B,F,33.0
50758,KC20040373,6/18/2020,B,F,32.0
50759,KC20038099,6/10/2020,,,
50760,KC20046285,7/12/2020,W,F,50.0
50761,KC20042942,6/29/2020,W,M,
50762,KC20046055,7/11/2020,W,M,30.0
50763,KC20043957,7/3/2020,U,M,
50764,KC20035158,5/29/2020,W,F,27.0
50765,KC20045303,7/8/2020,B,F,20.0
50766,KC20043391,6/30/2020,W,M,28.0
50767,KC20036712,6/4/2020,B,F,26.0
50768,KC20038719,6/12/2020,W,M,39.0
50769,KC20033487,5/22/2020,B,F,51.0
50770,KC20032895,5/20/2020,W,F,42.0
50771,KC20034456,5/27/2020,B,M,24.0
50772,KC20043785,7/2/2020,,,
50773,KC20033846,5/24/2020,W,M,48.0
50774,KC20036759,6/5/2020,W,F,39.0
50775,KC20046442,7/13/2020,,,
50776,KC20034439,5/26/2020,W,F,32.0
50777,KC20043337,6/30/2020,B,F,68.0
50778,KC20044625,7/6/2020,,,
50779,KC20041858,6/24/2020,B,M,23.0
50780,KC20035859,6/1/2020,W,M,
50781,KC20040180,6/18/2020,B,F,43.0
50782,KC20037282,6/6/2020,B,M,20.0
50783,KC20034035,5/25/2020,B,M,50.0
50784,KC20032886,5/20/2020,W,M,24.0
50785,KC20037573,6/8/2020,U,M,21.0
50786,KC20044560,7/6/2020,,,
50787,KC20035536,5/31/2020,W,M,44.0
50788,KC20047213,7/16/2020,B,M,30.0
50789,KC20032741,5/20/2020,W,M,39.0
50790,KC20043386,6/30/2020,B,F,59.0
50791,KC20033715,5/23/2020,W,M,18.0
50792,KC20034149,5/25/2020,B,M,43.0
50793,KC20033087,5/21/2020,W,F,27.0
50794,KC20038317,6/11/2020,W,M,47.0
50795,KC20037246,6/6/2020,B,F,29.0
50796,KC20044989,7/7/2020,W,M,74.0
50797,KC20035405,5/30/2020,W,M,30.0
50798,KC20045337,7/8/2020,B,F,43.0
50799,KC20037159,6/6/2020,,,
50800,KC20033795,5/24/2020,W,F,25.0
50801,KC20042513,6/27/2020,B,M,33.0
50802,KC20044270,7/4/2020,W,M,62.0
50803,KC20033425,5/22/2020,,,
50804,KC20038138,6/10/2020,B,M,32.0
50805,KC20038540,6/11/2020,,,
50806,KC20045124,7/7/2020,B,M,
50807,KC20044862,7/7/2020,W,F,57.0
50808,KC20037283,6/7/2020,W,F,20.0
50809,KC20041725,6/24/2020,W,M,45.0
50810,KC20034494,5/27/2020,,,
50811,KC20040049,6/17/2020,W,M,41.0
50812,KC20033498,5/22/2020,B,M,36.0
50813,KC20040492,6/19/2020,W,F,73.0
50814,KC20037336,6/7/2020,,,
50815,KC20036461,6/3/2020,W,M,44.0
50816,KC20046273,7/12/2020,B,M,47.0
50817,KC20034219,5/26/2020,B,F,38.0
50818,KC20039800,6/16/2020,W,M,23.0
50819,KC20038832,6/13/2020,U,M,28.0
50820,KC20036599,6/4/2020,B,M,
50821,KC20040735,6/20/2020,B,F,37.0
50822,KC20045497,7/9/2020,,,
50823,KC20042186,6/26/2020,B,F,63.0
50824,KC20032945,5/20/2020,W,F,40.0
50825,KC20046086,7/11/2020,B,F,28.0
50826,KC20045689,7/9/2020,W,M,33.0
50827,KC20037789,6/9/2020,B,F,23.0
50828,KC20042618,6/27/2020,B,M,65.0
50829,KC20040582,6/19/2020,B,F,21.0
50830,KC20036326,6/3/2020,W,M,62.0
50831,KC20041644,6/23/2020,W,M,
50832,KC20035618,6/1/2020,W,M,19.0
50833,KC20040061,6/17/2020,B,F,41.0
50834,KC20044812,7/6/2020,W,F,43.0
50835,KC20036524,6/4/2020,W,M,57.0
50836,KC20042438,6/27/2020,,,
50837,KC20036789,6/5/2020,B,F,30.0
50838,KC20042099,6/25/2020,B,M,
50839,KC20038794,6/12/2020,W,F,56.0
50840,KC20044690,7/6/2020,,,
50841,KC20041238,6/22/2020,,,
50842,KC20041061,6/21/2020,W,F,19.0
50843,KC20042742,6/28/2020,W,M,50.0
50844,KC20036898,6/5/2020,,,
50845,KC20045655,7/9/2020,W,F,29.0
50846,KC20035182,5/29/2020,W,M,36.0
50847,KC20033497,5/22/2020,W,F,34.0
50848,KC20035770,6/1/2020,B,M,42.0
50849,KC20043909,7/2/2020,,M,29.0
50850,KC20037869,6/9/2020,B,F,62.0
50851,KC20033983,5/25/2020,B,F,23.0
50852,KC20042072,6/25/2020,W,M,50.0
50853,KC20038228,6/10/2020,W,F,39.0
50854,KC20041342,6/22/2020,,,
50855,KC20040502,6/19/2020,B,F,21.0
50856,KC20040837,6/20/2020,,,
50857,KC20036542,6/4/2020,B,F,37.0
50858,KC20042901,6/29/2020,W,F,37.0
50859,KC20039975,6/17/2020,W,M,33.0
50860,KC20045268,7/8/2020,B,F,78.0
50861,KC20037068,6/6/2020,B,M,60.0
50862,KC20043250,6/30/2020,B,M,
50863,KC20047014,7/15/2020,,,
50864,KC20042831,6/28/2020,B,M,32.0
50865,KC20040955,6/21/2020,W,M,54.0
50866,KC20043019,6/29/2020,W,F,26.0
50867,KC20047759,7/18/2020,W,M,52.0
50868,KC20041151,6/21/2020,B,M,32.0
50869,KC20041816,6/24/2020,,,
50870,KC20041029,6/21/2020,B,M,34.0
50871,KC20041525,6/23/2020,B,F,30.0
50872,KC20047665,7/17/2020,B,M,67.0
50873,KC20040737,6/20/2020,W,M,35.0
50874,KC20046473,7/13/2020,B,M,32.0
50875,KC20037167,6/6/2020,,,
50876,KC20036334,6/3/2020,B,M,
50877,KC20044173,7/4/2020,W,M,56.0
50878,KC20042702,6/28/2020,W,F,49.0
50879,KC20047070,7/15/2020,W,M,40.0
50880,KC20037474,6/7/2020,,,
50881,KC20047605,7/17/2020,B,M,32.0
50882,KC20041368,6/22/2020,B,M,48.0
50883,KC20041264,6/22/2020,B,F,37.0
50884,KC20035424,5/31/2020,W,M,24.0
50885,KC20033034,5/21/2020,,,
50886,KC20036425,6/3/2020,U,M,37.0
50887,KC20033257,5/21/2020,B,M,18.0
50888,KC20044306,7/4/2020,W,M,73.0
50889,KC20045186,7/8/2020,W,M,30.0
50890,KC20045408,7/9/2020,B,M,35.0
50891,KC20037608,6/8/2020,W,M,57.0
50892,KC20039843,6/17/2020,B,F,24.0
50893,KC20038008,6/10/2020,W,M,29.0
50894,KC20035353,5/30/2020,W,M,25.0
50895,KC20040401,6/18/2020,B,M,56.0
50896,KC20038424,6/11/2020,W,F,35.0
50897,KC20044633,7/6/2020,W,F,63.0
50898,KC20041462,6/23/2020,W,F,19.0
50899,KC20043599,7/1/2020,B,F,
50900,KC20033371,5/22/2020,W,F,22.0
50901,KC20045422,7/9/2020,U,U,
50902,KC20039457,6/15/2020,W,M,30.0
50903,KC20046370,7/13/2020,B,M,25.0
50904,KC20040088,6/17/2020,W,M,58.0
50905,KC20041495,6/23/2020,W,F,63.0
50906,KC20045624,7/9/2020,B,F,
50907,KC20043369,6/30/2020,B,F,36.0
50908,KC20042197,6/26/2020,B,M,35.0
50909,KC20047347,7/16/2020,W,F,39.0
50910,KC20038250,6/10/2020,W,M,32.0
50911,KC20040276,6/18/2020,U,U,18.0
50912,KC20035614,5/31/2020,B,M,22.0
50913,KC20036914,6/5/2020,W,M,62.0
50914,KC20035416,5/31/2020,W,M,20.0
50915,KC20047455,7/17/2020,W,M,47.0
50916,KC20033221,5/21/2020,B,F,42.0
50917,KC20037308,6/7/2020,B,F,27.0
50918,KC20035509,5/31/2020,U,U,18.0
50919,KC20041030,6/21/2020,W,F,25.0
50920,KC20036017,6/2/2020,W,M,
50921,KC20040083,6/17/2020,B,M,35.0
50922,KC20035880,6/2/2020,W,M,29.0
50923,KC20035412,5/30/2020,W,M,26.0
50924,KC20046702,7/14/2020,B,M,33.0
50925,KC20046428,7/13/2020,,,
50926,KC20035056,5/29/2020,U,M,56.0
50927,KC20035353,5/30/2020,W,M,28.0
50928,KC20038049,6/10/2020,W,M,41.0
50929,KC20032973,5/20/2020,B,F,
50930,KC20044014,7/3/2020,W,F,
50931,KC20041654,6/23/2020,W,F,20.0
50932,KC20044582,7/6/2020,B,F,64.0
50933,KC20037414,6/7/2020,W,M,23.0
50934,KC20038890,6/13/2020,W,M,34.0
50935,KC20042335,6/26/2020,B,M,37.0
50936,KC20041875,6/24/2020,B,M,
50937,KC20040023,6/17/2020,,,
50938,KC20039222,6/14/2020,B,M,29.0
50939,KC20047056,7/15/2020,W,F,42.0
50940,KC20039270,6/15/2020,B,F,43.0
50941,KC20043052,6/29/2020,W,M,48.0
50942,KC20033956,5/24/2020,W,M,49.0
50943,KC20038178,6/10/2020,U,F,26.0
50944,KC20045882,7/10/2020,B,M,23.0
50945,KC20034330,5/26/2020,W,F,25.0
50946,KC20032907,5/20/2020,B,F,42.0
50947,KC20045174,7/8/2020,W,F,37.0
50948,KC20046403,7/13/2020,W,M,67.0
50949,KC20038964,6/13/2020,W,M,37.0
50950,KC20036128,6/2/2020,W,M,24.0
50951,KC20041419,6/22/2020,B,M,41.0
50952,KC20035172,5/29/2020,W,M,35.0
50953,KC20035219,5/29/2020,B,M,
50954,KC20043882,7/2/2020,B,M,26.0
50955,KC20046039,7/11/2020,U,M,
50956,KC20046871,7/14/2020,W,F,27.0
50957,KC20045558,7/9/2020,B,M,32.0
50958,KC20040262,6/18/2020,B,M,21.0
50959,KC20033000,5/20/2020,B,F,36.0
50960,KC20032824,5/20/2020,,,
50961,KC20047160,7/15/2020,W,F,57.0
50962,KC20035992,6/2/2020,B,M,
50963,KC20042383,6/26/2020,B,F,
50964,KC20045438,7/9/2020,U,M,54.0
50965,KC20036037,6/2/2020,B,M,23.0
50966,KC20040316,6/18/2020,B,F,52.0
50967,KC20042265,6/26/2020,B,F,26.0
50968,KC20041354,6/22/2020,B,M,
50969,KC20036167,6/2/2020,B,M,18.0
50970,KC20041396,6/22/2020,W,M,61.0
50971,KC20038784,6/12/2020,B,F,
50972,KC20045726,7/10/2020,B,M,48.0
50973,KC20035526,5/31/2020,W,F,
50974,KC20039353,6/15/2020,B,M,53.0
50975,KC20038279,6/10/2020,B,M,25.0
50976,KC20032926,5/20/2020,B,F,23.0
50977,KC20046664,7/13/2020,W,F,33.0
50978,KC20032927,5/20/2020,B,M,37.0
50979,KC20032734,5/20/2020,B,F,32.0
50980,KC20040838,6/20/2020,W,F,58.0
50981,KC20046896,7/14/2020,B,M,32.0
50982,KC20042864,6/29/2020,B,M,21.0
50983,KC20032961,5/20/2020,,,
50984,KC20036262,6/3/2020,W,M,27.0
50985,KC20035947,6/2/2020,,,
50986,KC20034624,5/27/2020,B,M,
50987,KC20044774,7/6/2020,B,M,19.0
50988,KC20047884,7/18/2020,I,F,26.0
50989,KC20032838,5/20/2020,B,F,43.0
50990,KC20033524,5/23/2020,W,F,33.0
50991,KC20033438,5/22/2020,,,
50992,KC20036510,6/4/2020,,M,44.0
50993,KC20036704,6/4/2020,U,F,28.0
50994,KC20034439,5/26/2020,W,F,32.0
50995,KC20032848,5/20/2020,W,M,80.0
50996,KC20046917,7/14/2020,B,M,18.0
50997,KC20036066,6/2/2020,W,M,33.0
50998,KC20042728,6/28/2020,B,F,24.0
50999,KC20039866,6/17/2020,W,M,34.0
51000,KC20046577,7/13/2020,B,M,
51001,KC20046137,7/12/2020,B,M,31.0
51002,KC20046337,7/12/2020,W,M,
51003,KC20042026,6/25/2020,,,
51004,KC20045196,7/8/2020,W,F,26.0
51005,KC20046753,7/14/2020,B,M,56.0
51006,KC20043296,6/30/2020,W,F,56.0
51007,KC20044177,7/4/2020,B,M,
51008,KC20041322,6/22/2020,B,F,30.0
51009,KC20037103,6/6/2020,B,M,
51010,KC20040111,6/17/2020,B,F,24.0
51011,KC20044397,7/5/2020,I,F,60.0
51012,KC20044851,7/7/2020,B,M,29.0
51013,KC20033898,5/24/2020,W,M,46.0
51014,KC20033862,5/24/2020,B,F,45.0
51015,KC20041208,6/22/2020,U,M,
51016,KC20037803,6/9/2020,W,M,47.0
51017,KC20042398,6/26/2020,B,M,32.0
51018,KC20043413,7/1/2020,W,F,31.0
51019,KC20045983,7/11/2020,B,M,
51020,KC20036999,6/5/2020,W,F,48.0
51021,KC20042152,6/25/2020,W,F,76.0
51022,KC20039076,6/14/2020,B,F,23.0
51023,KC20033007,5/21/2020,B,M,20.0
51024,KC20036313,6/3/2020,W,M,41.0
51025,KC20046834,7/14/2020,W,F,46.0
51026,KC20045858,7/10/2020,B,M,31.0
51027,KC20040005,6/17/2020,B,F,
51028,KC20034278,5/26/2020,,,
51029,KC20034002,5/25/2020,B,M,42.0
51030,KC20043445,7/1/2020,U,M,21.0
51031,KC20036681,6/4/2020,B,F,32.0
51032,KC20037171,6/6/2020,W,M,30.0
51033,KC20041569,6/23/2020,W,M,43.0
51034,KC20034141,5/25/2020,B,F,23.0
51035,KC20036952,6/5/2020,W,F,21.0
51036,KC20038778,6/12/2020,W,M,30.0
51037,KC20041109,6/21/2020,B,F,22.0
51038,KC20039725,6/16/2020,W,F,40.0
51039,KC20036869,6/5/2020,W,M,45.0
51040,KC20037935,6/9/2020,B,M,45.0
51041,KC20034744,5/28/2020,W,M,28.0
51042,KC20042906,6/29/2020,B,F,30.0
51043,KC20035650,6/1/2020,,,
51044,KC20042695,6/28/2020,,,
51045,KC20047290,7/16/2020,B,F,21.0
51046,KC20037422,6/7/2020,B,M,46.0
51047,KC20036799,6/5/2020,W,F,53.0
51048,KC20034610,5/27/2020,W,F,26.0
51049,KC20032939,5/20/2020,B,F,18.0
51050,KC20036243,6/3/2020,B,M,52.0
51051,KC20041905,6/24/2020,B,M,43.0
51052,KC20045811,7/10/2020,B,M,40.0
51053,KC20046943,7/15/2020,B,F,55.0
51054,KC20044550,7/6/2020,B,F,38.0
51055,KC20045225,7/8/2020,B,M,
51056,KC20035546,5/31/2020,B,F,26.0
51057,KC20037768,6/8/2020,B,M,32.0
51058,KC20046222,7/12/2020,B,M,
51059,KC20040204,6/18/2020,,,
51060,KC20036243,6/3/2020,B,F,
51061,KC20042379,6/26/2020,B,M,61.0
51062,KC20039972,6/17/2020,B,M,44.0
51063,KC20042953,6/25/2020,W,M,56.0
51064,KC20041438,6/22/2020,W,F,
51065,KC20035482,5/31/2020,W,M,56.0
51066,KC20042535,6/27/2020,B,M,54.0
51067,KC20042016,6/25/2020,B,M,
51068,KC20039847,6/17/2020,B,M,20.0
51069,KC20043192,6/30/2020,U,,
51070,KC20035647,6/1/2020,B,M,39.0
51071,KC20043688,7/2/2020,W,M,21.0
51072,KC20037668,6/8/2020,B,M,28.0
51073,KC20045482,7/9/2020,W,M,67.0
51074,KC20043928,7/3/2020,W,F,
51075,KC20036188,6/2/2020,W,M,58.0
51076,KC20040694,6/19/2020,W,F,45.0
51077,KC20033178,5/21/2020,B,M,19.0
51078,KC20037097,6/6/2020,W,F,24.0
51079,KC20043081,6/29/2020,B,M,34.0
51080,KC20036578,6/4/2020,B,F,36.0
51081,KC20033023,5/21/2020,W,M,41.0
51082,KC20032794,5/20/2020,B,F,
51083,KC20033441,5/22/2020,W,F,
51084,KC20039532,6/15/2020,B,F,
51085,KC20038162,6/10/2020,W,F,38.0
51086,KC20046235,7/12/2020,W,F,27.0
51087,KC20035416,5/31/2020,B,M,18.0
51088,KC20041622,6/23/2020,B,M,29.0
51089,KC20035868,6/1/2020,B,F,
51090,KC20043403,7/1/2020,,,
51091,KC20045789,7/10/2020,B,M,28.0
51092,KC20038137,6/10/2020,W,M,20.0
51093,KC20043004,6/29/2020,B,M,35.0
51094,KC20044506,7/5/2020,B,F,
51095,KC20039998,6/16/2020,W,M,44.0
51096,KC20041289,6/22/2020,,,
51097,KC20044108,7/4/2020,B,M,34.0
51098,KC20040569,6/19/2020,,,
51099,KC20046330,7/12/2020,B,M,45.0
51100,KC20035928,6/2/2020,,,
51101,KC20043669,7/2/2020,W,F,31.0
51102,KC20032899,5/20/2020,B,M,58.0
51103,KC20036395,6/3/2020,,,
51104,KC20045943,7/11/2020,W,M,22.0
51105,KC20042576,6/27/2020,B,F,28.0
51106,KC20047705,7/18/2020,W,F,29.0
51107,KC20034297,5/26/2020,U,U,
51108,KC20047531,7/17/2020,B,F,23.0
51109,KC20036442,6/3/2020,B,M,20.0
51110,KC20044145,7/4/2020,W,M,36.0
51111,KC20040913,6/20/2020,B,M,
51112,KC20041704,6/24/2020,B,M,40.0
51113,KC20042588,6/27/2020,,,
51114,KC20036853,6/5/2020,U,M,51.0
51115,KC20036033,6/2/2020,W,F,21.0
51116,KC20039753,6/16/2020,B,F,44.0
51117,KC20038380,6/11/2020,W,F,68.0
51118,KC20040034,6/17/2020,W,M,24.0
51119,KC20046043,7/11/2020,B,M,40.0
51120,KC20042750,6/28/2020,,,
51121,KC20036960,6/5/2020,B,F,35.0
51122,KC20035164,5/29/2020,W,F,52.0
51123,KC20043849,7/2/2020,W,F,33.0
51124,KC20047829,7/18/2020,W,M,30.0
51125,KC20045077,7/7/2020,B,F,38.0
51126,KC20044969,7/7/2020,W,M,34.0
51127,KC20045126,7/7/2020,B,M,46.0
51128,KC20038297,6/11/2020,B,M,37.0
51129,KC20033105,5/21/2020,B,M,21.0
51130,KC20036144,6/2/2020,W,M,38.0
51131,KC20038658,6/12/2020,B,F,74.0
51132,KC20033875,5/24/2020,,,
51133,KC20041106,6/21/2020,W,M,19.0
51134,KC20040393,6/18/2020,W,M,28.0
51135,KC20034162,5/26/2020,B,F,
51136,KC20036900,6/5/2020,,,
51137,KC20040691,6/19/2020,W,M,28.0
51138,KC20036094,6/3/2020,B,M,
51139,KC20042875,6/29/2020,B,M,35.0
51140,KC20037528,6/8/2020,B,M,36.0
51141,KC20044740,7/6/2020,W,M,
51142,KC20040352,6/18/2020,W,M,
51143,KC20044675,7/6/2020,W,M,24.0
51144,KC20047146,7/15/2020,,,
51145,KC20036037,6/2/2020,W,M,30.0
51146,KC20039898,6/17/2020,B,M,44.0
51147,KC20044712,7/6/2020,W,M,30.0
51148,KC20034512,5/27/2020,,,
51149,KC20035805,6/1/2020,W,M,24.0
51150,KC20042648,6/27/2020,W,M,
51151,KC20034992,5/29/2020,W,F,29.0
51152,KC20038209,6/10/2020,W,F,39.0
51153,KC20045342,7/8/2020,B,F,
51154,KC20040444,6/19/2020,W,F,23.0
51155,KC20043899,7/2/2020,B,F,35.0
51156,KC20046092,7/11/2020,U,F,27.0
51157,KC20037181,6/6/2020,W,M,49.0
51158,KC20037229,6/6/2020,B,M,
51159,KC20042689,6/28/2020,B,F,
51160,KC20035898,6/2/2020,U,,
51161,KC20045488,7/9/2020,U,F,34.0
51162,KC20042672,6/28/2020,W,M,19.0
51163,KC20034056,5/25/2020,B,F,29.0
51164,KC20043362,6/30/2020,B,M,20.0
51165,KC20044798,7/6/2020,W,M,49.0
51166,KC20038357,6/11/2020,W,M,48.0
51167,KC20035122,5/29/2020,W,F,43.0
51168,KC20033736,5/23/2020,W,M,
51169,KC20033516,5/23/2020,B,F,42.0
51170,KC20044718,7/6/2020,,,
51171,KC20047256,7/16/2020,W,M,24.0
51172,KC20033143,5/21/2020,,,
51173,KC20035614,5/31/2020,W,F,18.0
51174,KC20041252,6/22/2020,W,F,22.0
51175,KC20033939,5/24/2020,B,M,38.0
51176,KC20038242,6/10/2020,B,M,48.0
51177,KC20037312,6/7/2020,W,F,78.0
51178,KC20037460,6/7/2020,,,
51179,KC20033396,5/22/2020,B,F,54.0
51180,KC20034851,5/28/2020,W,F,20.0
51181,KC20039862,6/17/2020,W,F,45.0
51182,KC20039558,6/16/2020,W,M,42.0
51183,KC20043455,7/1/2020,W,F,41.0
51184,KC20046396,7/13/2020,W,F,38.0
51185,KC20041169,6/22/2020,B,F,34.0
51186,KC20040703,6/20/2020,B,M,46.0
51187,KC20044207,7/4/2020,,,
51188,KC20042343,6/26/2020,W,M,28.0
51189,KC20040001,6/17/2020,B,M,64.0
51190,KC20042770,6/28/2020,B,F,25.0
51191,KC20047051,7/15/2020,B,F,28.0
51192,KC20037908,6/9/2020,,,
51193,KC20043591,7/1/2020,B,F,18.0
51194,KC20038997,6/13/2020,W,M,41.0
51195,KC20043547,7/1/2020,U,M,
51196,KC20041696,6/24/2020,B,M,50.0
51197,KC20043362,6/30/2020,B,F,20.0
51198,KC20047401,7/16/2020,W,M,
51199,KC20033645,5/23/2020,,,
51200,KC20043783,7/2/2020,W,M,22.0
51201,KC20037210,6/6/2020,W,F,38.0
51202,KC20034251,5/26/2020,U,U,
51203,KC20033277,5/22/2020,B,M,31.0
51204,KC20046312,7/12/2020,W,M,
51205,KC20047624,7/17/2020,B,F,34.0
51206,KC20038372,6/11/2020,W,F,30.0
51207,KC20045205,7/8/2020,U,F,39.0
51208,KC20047923,7/19/2020,W,M,25.0
51209,KC20034786,5/28/2020,,,
51210,KC20046662,7/13/2020,W,M,38.0
51211,KC20038857,6/13/2020,B,F,43.0
51212,KC20040712,6/20/2020,W,M,49.0
51213,KC20037930,6/9/2020,W,F,
51214,KC20043913,7/3/2020,B,F,29.0
51215,KC20042413,6/26/2020,W,F,
51216,KC20037135,6/6/2020,B,F,20.0
51217,KC20044912,7/7/2020,B,M,69.0
51218,KC20043056,6/29/2020,W,M,54.0
51219,KC20042157,6/26/2020,B,M,20.0
51220,KC20044589,7/6/2020,B,F,
51221,KC20033621,5/23/2020,U,F,55.0
51222,KC20038406,6/11/2020,,,
51223,KC20047061,7/15/2020,W,M,26.0
51224,KC20041088,6/21/2020,B,M,22.0
51225,KC20042396,6/26/2020,U,U,
51226,KC20035347,5/30/2020,B,F,33.0
51227,KC20033836,5/24/2020,W,M,63.0
51228,KC20046294,7/12/2020,B,M,
51229,KC20034172,5/26/2020,B,F,23.0
51230,KC20044588,7/6/2020,W,M,49.0
51231,KC20046449,7/13/2020,B,F,25.0
51232,KC20039776,6/16/2020,W,M,42.0
51233,KC20033065,5/21/2020,B,F,47.0
51234,KC20033753,5/24/2020,,,
51235,KC20035294,5/30/2020,U,M,50.0
51236,KC20034525,5/27/2020,W,M,
51237,KC20042251,6/26/2020,B,F,45.0
51238,KC20038019,6/10/2020,B,M,
51239,KC20034832,5/28/2020,W,F,48.0
51240,KC20037324,6/7/2020,,,
51241,KC20038518,6/11/2020,,,
51242,KC20046977,7/15/2020,W,F,28.0
51243,KC20045106,7/7/2020,,,
51244,KC20042490,6/27/2020,W,M,48.0
51245,KC20039508,6/15/2020,,,
51246,KC20040639,6/19/2020,W,M,24.0
51247,KC20046419,7/13/2020,W,F,
51248,KC20035520,5/31/2020,W,M,50.0
51249,KC20038857,6/13/2020,B,F,43.0
51250,KC20037563,6/8/2020,B,M,40.0
51251,KC20045604,7/9/2020,B,M,21.0
51252,KC20045005,7/7/2020,W,M,22.0
51253,KC20043322,6/30/2020,B,F,40.0
51254,KC20035129,5/29/2020,W,F,42.0
51255,KC20035424,5/31/2020,,M,39.0
51256,KC20035579,5/31/2020,B,M,27.0
51257,KC20043842,7/2/2020,W,F,67.0
51258,KC20041477,6/23/2020,,,
51259,KC20038942,6/13/2020,B,M,60.0
51260,KC20037073,6/6/2020,W,M,20.0
51261,KC20034361,5/26/2020,B,F,78.0
51262,KC20043563,7/1/2020,W,M,37.0
51263,KC20036908,6/5/2020,W,M,57.0
51264,KC20047113,7/15/2020,U,M,
51265,KC20036770,6/5/2020,B,F,21.0
51266,KC20035353,5/30/2020,W,M,23.0
51267,KC20044034,7/3/2020,,,
51268,KC20046935,7/15/2020,B,M,40.0
51269,KC20037164,6/6/2020,B,M,42.0
51270,KC20043440,7/1/2020,W,M,24.0
51271,KC20033463,5/22/2020,B,M,33.0
51272,KC20042796,6/28/2020,W,M,24.0
51273,KC20047496,7/17/2020,B,M,48.0
51274,KC20036408,6/3/2020,W,M,28.0
51275,KC20039449,6/15/2020,W,F,38.0
51276,KC20047266,7/16/2020,B,F,28.0
51277,KC20036044,6/2/2020,B,M,
51278,KC20045771,7/10/2020,B,M,36.0
51279,KC20041115,6/21/2020,W,M,41.0
51280,KC20046509,7/13/2020,,,
51281,KC20035848,6/1/2020,B,M,35.0
51282,KC20039769,6/16/2020,,,
51283,KC20047373,7/16/2020,W,M,57.0
51284,KC20040796,6/20/2020,B,M,39.0
51285,KC20039438,6/15/2020,B,M,27.0
51286,KC20034641,5/27/2020,W,F,26.0
51287,KC20043818,7/2/2020,W,M,18.0
51288,KC20046075,7/11/2020,W,U,
51289,KC20033547,5/23/2020,,,
51290,KC20047615,7/17/2020,W,M,35.0
51291,KC20042883,6/29/2020,B,M,67.0
51292,KC20038330,6/11/2020,B,M,36.0
51293,KC20033262,5/22/2020,B,M,36.0
51294,KC20044260,7/4/2020,B,F,24.0
51295,KC20035211,5/29/2020,B,M,21.0
51296,KC20033978,5/25/2020,W,F,22.0
51297,KC20043528,7/1/2020,B,M,34.0
51298,KC20044043,7/3/2020,W,M,38.0
51299,KC20035713,6/1/2020,B,F,
51300,KC20037048,6/6/2020,W,M,25.0
51301,KC20044826,7/6/2020,B,F,
51302,KC20042882,6/29/2020,,,
51303,KC20037377,6/7/2020,W,M,
51304,KC20039306,6/15/2020,W,F,21.0
51305,KC20038034,6/10/2020,B,M,27.0
51306,KC20040108,6/17/2020,B,F,49.0
51307,KC20042051,6/25/2020,B,M,31.0
51308,KC20042593,6/27/2020,B,M,46.0
51309,KC20044881,7/7/2020,B,M,26.0
